PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top.Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,HitType,TaggedHitType,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,Zone,run_val,HandDif,loc_count_run_val,loc_count_adj_run_val,SmartRunVal,Umpire,factor,tilt
64,3/9/2021,40:13.9,1,4,"Sentz, Carson",1000050166,Right,Down South Gators,"Santander, Randy",1000029032,Left,Great North Coyotes,Undefined,2,Bottom,0,1,2,Fastball,Four-Seam,ball,Undefined,Undefined,0,0,NA,93.67495,-2.591885,-4.821828,2098.36,214.8829,1:15,6.0565,2.15914,5.46198,-16.67406,16.30981,10.53654,2.23079,-1.48658,84.54335,-5.745322,-2.955887,0.413354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.78201,9.35264,-1.74103,50,5.81636,10.90546,-135.2272,-6.69306,-12.41603,32.60306,-15.05181,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,08764f80-8120-11eb-9936-256eafa01ed6,91.18678,NA,NA,9.1316,NA,NA,NA,NA,NA,NA,0f29f20f-1356-4687-8344-aaa04142ce0f,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0.07,0,0.018087289,0.009557725,0.060442275,Test Umpire,22.09148,1
65,3/9/2021,40:39.8,1,5,"Sentz, Carson",1000050166,Right,Down South Gators,"Santander, Randy",1000029032,Left,Great North Coyotes,Undefined,2,Bottom,0,2,2,Fastball,Four-Seam,Single,Undefined,Single,0,0,NA,92.74396,-2.002548,-3.615395,2303.419,222.8924,1:30,5.90193,2.1867,5.13906,-17.45741,16.4856,14.17245,2.55701,-0.04106,83.64725,-5.288465,-1.113179,0.419321,81.40634,-12.74607,31.24455,NA,NA,NA,NA,13.61124,NA,28.4431,0.10418,-8.22178,9.19375,-1.85926,50,5.70117,7.79447,-134.1007,-5.31007,-14.78908,32.29874,-15.63664,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,17f3c3c0-8120-11eb-9936-256eafa01ed6,89.88923,3.03237,NA,9.09671,NA,NA,NA,1.5957,2.74436,0.18998,0f29f20f-1356-4687-8344-aaa04142ce0f,GroundBall,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.44,0,-0.003372699,-0.011902263,0.451902263,Test Umpire,21.69391,1.33
66,3/9/2021,41:24.8,2,1,"Sentz, Carson",1000050166,Right,Down South Gators,"Noon, Emmanuel",8900199,Right,Great North Coyotes,Undefined,2,Bottom,0,0,0,Fastball,Sinker,strike,Undefined,Undefined,0,0,NA,92.02953,-2.890408,-4.100082,2367.208,229.2603,1:45,5.95511,2.07927,5.29244,-16.48032,17.82757,19.24855,1.85859,-0.17295,83.09982,-6.010578,-0.693597,0.421569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.85855,10.15835,-1.72012,50,5.67976,8.61325,-132.9552,-7.26976,-19.23183,31.31024,-14.18233,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,32bdacc0-8120-11eb-9936-256eafa01ed6,89.40992,NA,NA,8.92971,NA,NA,NA,NA,NA,NA,0f29f20f-1356-4687-8344-aaa04142ce0f,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,-0.06,1,-0.014349617,-0.022879181,-0.037120819,Test Umpire,21.18208,1.66
67,3/9/2021,41:47.3,2,2,"Sentz, Carson",1000050166,Right,Down South Gators,"Noon, Emmanuel",8900199,Right,Great North Coyotes,Undefined,2,Bottom,0,0,1,Fastball,Four-Seam,Out,Undefined,Out,1,0,NA,91.52863,-1.631571,-3.950222,2312.88,223.7803,1:30,6.0405,1.98113,5.40794,-14.63729,19.99418,17.91627,3.28803,-0.23273,82.14466,-4.45186,-0.773148,0.423552,98.08552,21.65808,-0.763447,1971.849,109.9508,41.29558,3.26564,361.5557,NA,5.658492,4.256645,-10.31083,10.95209,-1.64227,50,5.88543,8.3089,-132.3332,-4.21458,-17.988,32.50451,-13.0673,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,4022c850-8120-11eb-9936-256eafa01ed6,88.99123,55.47647,NA,9.38397,NA,NA,NA,1.44197,3.4451,0.20895,0f29f20f-1356-4687-8344-aaa04142ce0f,FlyBall,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.26,1,0.000160889,-0.008368675,-0.251631325,Test Umpire,22.15541,1.33
68,3/9/2021,42:52.0,3,1,"Sentz, Carson",1000050166,Right,Down South Gators,"Clint, Corey",1000018296,Left,Great North Coyotes,Undefined,2,Bottom,1,0,0,Fastball,Four-Seam,ball,Undefined,Undefined,0,0,NA,92.71659,-1.550219,-4.795901,2267.587,212.5487,1:00,6.04521,2.01787,5.45592,-10.57111,23.17875,13.98772,3.7077,-1.31632,83.1429,-3.646918,-2.319385,0.418126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.48123,12.43674,-1.60372,50,5.90116,10.55334,-133.8663,-3.86819,-15.16652,32.81522,-9.93417,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,66b72fb0-8120-11eb-9936-256eafa01ed6,90.14604,NA,NA,9.57369,NA,NA,NA,NA,NA,NA,0f29f20f-1356-4687-8344-aaa04142ce0f,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.07,0,0.055282149,0.046752585,0.023247415,Test Umpire,22.89666,1
69,3/9/2021,43:20.2,3,2,"Sentz, Carson",1000050166,Right,Down South Gators,"Clint, Corey",1000018296,Left,Great North Coyotes,Undefined,2,Bottom,1,1,0,ChangeUp,Changeup,whiff,Undefined,Undefined,0,0,NA,85.41996,-0.946282,-4.527002,2193.975,241.0414,2:00,5.77918,2.40522,5.07038,-28.07986,11.76249,18.82103,2.54416,-0.30334,77.70724,-6.11309,-1.211889,0.454301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.61879,6.50567,-1.99047,50,5.66734,8.93339,-123.5279,-3.06017,-16.35385,25.3588,-22.15473,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,7788e950-8120-11eb-9936-256eafa01ed6,82.96796,NA,NA,7.71273,NA,NA,NA,NA,NA,NA,0f29f20f-1356-4687-8344-aaa04142ce0f,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,-0.06,0,-0.030844075,-0.039373639,-0.020626361,Test Umpire,16.97711,2
70,3/9/2021,43:45.9,3,3,"Sentz, Carson",1000050166,Right,Down South Gators,"Clint, Corey",1000018296,Left,Great North Coyotes,Undefined,2,Bottom,1,1,1,ChangeUp,Changeup,foul,Undefined,Undefined,0,0,NA,84.85322,-0.971789,-3.477837,1961.699,249.6629,2:15,5.83376,2.4793,5.23076,-31.35124,9.07138,20.50068,2.3059,0.91448,76.62238,-6.753378,0.15293,0.457597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.36442,5.25469,-2.17485,50,5.72109,6.56539,-122.7817,-3.20186,-17.10314,27.51407,-24.26589,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,86d86fc0-8120-11eb-9936-256eafa01ed6,82.3703,NA,NA,8.23083,NA,NA,NA,NA,NA,NA,0f29f20f-1356-4687-8344-aaa04142ce0f,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,-0.06,0,-0.021117104,-0.029646668,-0.030353332,Test Umpire,17.98709,2.33
71,3/9/2021,44:11.4,3,4,"Sentz, Carson",1000050166,Right,Down South Gators,"Clint, Corey",1000018296,Left,Great North Coyotes,Undefined,2,Bottom,1,1,2,Fastball,Sinker,whiff,Strikeout,Undefined,0,0,NA,92.60255,-1.937466,-3.9968,2066.194,226.4067,1:30,5.94552,2.04656,5.22763,-18.9243,15.32458,14.69725,2.54203,-0.492,82.83655,-5.505478,-1.399179,0.421206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.61213,8.65536,-1.68904,50,5.75306,8.61815,-133.6942,-5.1903,-15.27583,34.1976,-16.82159,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,960e7ac0-8120-11eb-9936-256eafa01ed6,89.48693,NA,NA,9.766,NA,NA,NA,NA,NA,NA,0f29f20f-1356-4687-8344-aaa04142ce0f,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,-0.06,0,-0.017604308,-0.026133872,-0.033866128,Test Umpire,23.1858,1.66
72,3/9/2021,44:46.5,4,1,"Sentz, Carson",1000050166,Right,Down South Gators,"Cantu, Chad",8900200,Left,Great North Coyotes,Undefined,2,Bottom,2,0,0,Fastball,Sinker,strike,Undefined,Undefined,0,0,NA,92.40838,-1.930858,-3.909611,2056.845,235.6849,1:45,5.94684,2.14665,5.11654,-22.05517,12.32934,16.17332,2.28512,-0.19414,83.06545,-6.033039,-1.055206,0.422039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.26693,7.11914,-1.79145,50,5.74819,8.32915,-133.4872,-5.336,-16.45412,33.00823,-19.53349,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,aaeff040-8120-11eb-9936-256eafa01ed6,89.31031,NA,NA,9.34293,NA,NA,NA,NA,NA,NA,0f29f20f-1356-4687-8344-aaa04142ce0f,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,-0.06,0,-0.028273739,-0.036803303,-0.023196697,Test Umpire,22.1376,2
73,3/9/2021,45:30.1,4,2,"Sentz, Carson",1000050166,Right,Down South Gators,"Cantu, Chad",8900200,Left,Great North Coyotes,Undefined,2,Bottom,2,0,1,ChangeUp,Changeup,Triple,Undefined,Triple,0,1,NA,83.77746,-0.861381,-3.721754,1960.458,248.5984,2:15,5.74833,2.37039,5.08278,-33.57758,7.93705,16.55804,2.13649,0.23721,76.05532,-7.010319,-0.798919,0.463737,103.881,20.06206,32.26304,2581.552,90.68054,36.11809,62.26572,341.8361,NA,39.81544,3.815345,-9.42619,4.59583,-2.03161,50,5.64041,7.17301,-121.237,-3.04097,-13.90262,25.70563,-25.39568,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,c4f18030-8120-11eb-9936-256eafa01ed6,81.27973,47.1738,NA,7.72214,NA,NA,NA,2.19343,2.14,-0.28983,0f29f20f-1356-4687-8344-aaa04142ce0f,LineDrive,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1.01,0,-0.02661599,-0.035145554,1.045145554,Test Umpire,16.65198,2.33
74,3/9/2021,46:24.2,5,1,"Sentz, Carson",1000050166,Right,Down South Gators,"Hart, Weston",1000018298,Left,Great North Coyotes,Undefined,2,Bottom,2,0,0,Fastball,Sinker,strike,Undefined,Undefined,0,0,NA,92.56513,-2.106394,-3.993982,2205.091,231.8574,1:45,5.91888,2.17474,5.14066,-19.7795,14.38481,16.71233,2.28153,-0.19931,83.36463,-5.804677,-1.044071,0.420686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.50599,8.17036,-1.81343,50,5.70642,8.51166,-133.7217,-5.64527,-16.98671,32.36303,-17.57399,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,e531e100-8120-11eb-9936-256eafa01ed6,89.59762,NA,NA,9.20049,NA,NA,NA,NA,NA,NA,0f29f20f-1356-4687-8344-aaa04142ce0f,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,-0.06,0,-0.028260526,-0.03679009,-0.02320991,Test Umpire,21.87023,1.66
75,3/9/2021,46:48.5,5,2,"Sentz, Carson",1000050166,Right,Down South Gators,"Hart, Weston",1000018298,Left,Great North Coyotes,Undefined,2,Bottom,2,0,1,Fastball,Sinker,ball,Undefined,Undefined,0,1,NA,92.18866,0.243503,-0.883355,2075.76,240.7745,2:00,6.03432,2.17567,5.29398,-24.30403,10.10638,15.67895,4.23764,2.6528,82.24119,-4.298541,1.899883,0.422198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.03485,5.35492,-2.10675,50,6.03939,1.28188,-133.4259,-0.33764,-14.13845,35.09759,-22.75135,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,f3b27eb0-8120-11eb-9936-256eafa01ed6,89.27666,NA,NA,9.94747,NA,NA,NA,NA,NA,NA,0f29f20f-1356-4687-8344-aaa04142ce0f,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0.07,0,0.07,0.061470436,0.008529564,Test Umpire,23.56115,2
76,3/9/2021,47:28.5,5,3,"Sentz, Carson",1000050166,Right,Down South Gators,"Hart, Weston",1000018298,Left,Great North Coyotes,Undefined,2,Bottom,2,1,1,Fastball,Sinker,ball,Undefined,Undefined,0,0,NA,91.24542,-4.104978,-3.928805,2057.94,236.4013,2:00,6.03689,2.05633,5.44392,-21.99525,12.98957,17.54588,0.34487,-0.16577,82.22002,-8.200827,-0.811073,0.425707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.15634,8.27229,-1.72138,50,5.65804,8.24034,-131.6416,-10.23884,-17.51171,32.48744,-17.91083,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,0b826190-8121-11eb-9936-256eafa01ed6,88.54072,NA,NA,9.0254,NA,NA,NA,NA,NA,NA,0f29f20f-1356-4687-8344-aaa04142ce0f,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0.07,0,0.042658454,0.03412889,0.03587111,Test Umpire,21.20097,2
77,3/9/2021,47:53.8,5,4,"Sentz, Carson",1000050166,Right,Down South Gators,"Hart, Weston",1000018298,Left,Great North Coyotes,Undefined,2,Bottom,2,2,1,Fastball,Sinker,HomeRun,Undefined,HomeRun,0,1,NA,92.70893,-1.966971,-3.809088,2075.842,230.0538,1:45,5.98492,2.13509,5.36781,-20.38607,13.56217,14.63276,2.43701,-0.22223,83.05465,-5.797355,-1.214759,0.419353,100.032,28.9547,32.79747,3491.728,90.00653,56.85809,63.23512,358.0636,NA,41.77661,4.883032,-8.64693,7.8376,-1.80393,50,5.79417,8.22884,-133.9579,-5.32913,-15.39336,34.41388,-18.22148,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,1a986170-8121-11eb-9936-256eafa01ed6,89.88229,80.77727,NA,9.65428,NA,NA,NA,1.75643,2.42365,0.09405,0f29f20f-1356-4687-8344-aaa04142ce0f,FlyBall,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.39,0,-0.011271506,-0.01980107,1.40980107,Test Umpire,23.02185,1.66
78,3/9/2021,48:55.6,6,1,"Sentz, Carson",1000050166,Right,Down South Gators,"Munson, Erick",1000049080,Right,Great North Coyotes,Undefined,2,Bottom,2,0,0,Slider,Slider,ball,Undefined,Undefined,0,0,NA,80.78652,-0.7922,-2.040036,2741.301,73.2987,8:30,5.82586,2.17674,4.99502,-48.3931,-3.97977,-17.83584,1.04465,-1.23643,74.53121,-9.478797,-5.190493,0.479654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2906,-1.35945,-1.96524,50,5.71012,4.92053,-117.1857,-3.41781,11.48468,22.93183,-34.05726,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,3f738010-8121-11eb-9936-256eafa01ed6,78.58257,NA,NA,6.25531,NA,NA,NA,NA,NA,NA,0f29f20f-1356-4687-8344-aaa04142ce0f,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0.07,1,0.046810089,0.038280525,0.031719475,Test Umpire,13.0413,8.33
79,3/9/2021,49:20.1,6,2,"Sentz, Carson",1000050166,Right,Down South Gators,"Munson, Erick",1000049080,Right,Great North Coyotes,Undefined,2,Bottom,2,1,0,Slider,Slider,ball,Undefined,Undefined,0,0,NA,79.40415,1.082683,-1.351432,2846.224,72.35302,8:30,5.86455,2.175,5.06884,-52.03991,-5.95973,-23.4508,2.54908,-1.05365,72.63907,-8.319278,-5.49667,0.488572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.20032,-2.81295,-2.02751,50,5.92624,3.69751,-115.1714,0.27464,14.89206,23.40548,-35.9142,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,4e149e10-8121-11eb-9936-256eafa01ed6,77.1482,NA,NA,6.76508,NA,NA,NA,NA,NA,NA,0f29f20f-1356-4687-8344-aaa04142ce0f,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0.07,1,-0.020173646,-0.02870321,0.09870321,Test Umpire,13.84664,8.33
80,3/9/2021,49:50.1,6,3,"Sentz, Carson",1000050166,Right,Down South Gators,"Munson, Erick",1000049080,Right,Great North Coyotes,Undefined,2,Bottom,2,2,0,Fastball,Four-Seam,ball,Undefined,Undefined,0,0,NA,92.39191,-4.604947,-3.330802,2149.63,214.7732,1:15,6.02541,2.0085,5.34805,-15.81938,17.78934,11.59509,0.37123,-0.15292,84.70982,-7.561642,-1.274456,0.417251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.74433,10.51674,-1.71704,50,5.59837,7.23844,-133.5348,-11.30438,-12.21067,28.02718,-13.13336,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,5fe52a10-8121-11eb-9936-256eafa01ed6,90.33515,NA,NA,7.68209,NA,NA,NA,NA,NA,NA,0f29f20f-1356-4687-8344-aaa04142ce0f,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0.07,1,0.049113706,0.040584142,0.029415858,Test Umpire,18.4112,1
