PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top.Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,HitType,TaggedHitType,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence,Zone,run_val,HandDif,loc_count_run_val,loc_count_adj_run_val,SmartRunVal,Umpire,factor,tilt
19,3/9/2021,13:53.7,3,4,"Sentz, Carson",1000050166,Right,Down South Gators,"Rosenblat, Matt",1000010302,Left,Great North Coyotes,Undefined,1,Bottom,1,0,2,ChangeUp,Changeup,Out,Undefined,Out,1,0,NA,84.39239,-1.249359,-2.700269,1923.23321,247.344956,2:15,5.91908,2.5299,5.48272,-30.8758,8.96134,18.45493,2.17571,1.53955,77.41676,-6.93153,0.587082,0.454272,61.10477,34.849073,-1.470617,4339.672603,109.55804,44.65663,-9.85052,189.66001,NA,-6.806037,3.560901,-10.14662,5.22126,-2.30629,50,5.78843,5.0203,-122.45315,-3.7317,-15.41586,24.041,-24.24138,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,5a95db90-811c-11eb-9936-256eafa01ed6,82.97337,44.80163,NA,6.97563,NA,NA,NA,2.75859,1.96373,-1.49249,0f29f20f-1356-4687-8344-aaa04142ce0f,Popup,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,-0.26,0,0.019822447,0.011292883,-0.271292883,Test Umpire,15.35562394,2.33
20,3/9/2021,14:33.0,4,1,"Sentz, Carson",1000050166,Right,Down South Gators,"Malikas, Patrick",1000057194,Right,Great North Coyotes,Undefined,1,Bottom,2,0,0,Slider,Curveball,ball,Undefined,Undefined,0,0,NA,78.58003,2.104211,0.674769,2806.690731,66.876097,8:15,5.83027,2.27426,5.24386,-51.32578,-5.08555,-15.16694,3.53163,1.64451,72.25315,-7.211799,-2.016534,0.48942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.73378,-2.65189,-2.32462,50,5.98537,-0.72798,-114.08725,2.37372,10.21662,20.53504,-35.67728,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,72085c30-811c-11eb-9936-256eafa01ed6,77.01456,NA,NA,6.32688,NA,NA,NA,NA,NA,NA,0f29f20f-1356-4687-8344-aaa04142ce0f,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,0.07,1,0.07,0.061470436,0.008529564,Test Umpire,12.9273017,8.33
21,3/9/2021,14:58.6,4,2,"Sentz, Carson",1000050166,Right,Down South Gators,"Malikas, Patrick",1000057194,Right,Great North Coyotes,Undefined,1,Bottom,2,1,0,Fastball,Four-Seam,strike,Undefined,Undefined,0,0,NA,92.57287,-2.311462,-2.956979,2166.243166,215.750132,1:15,5.98787,2.03959,5.06414,-15.50052,18.2995,12.36694,2.51256,0.27951,84.32778,-5.226921,-0.774734,0.418437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.95378,10.05583,-1.76874,50,5.75627,6.32039,-134.02511,-5.94725,-12.63327,29.2871,-13.90511,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,81493ca0-811c-11eb-9936-256eafa01ed6,90.07916,NA,NA,8.24509,NA,NA,NA,NA,NA,NA,0f29f20f-1356-4687-8344-aaa04142ce0f,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,-0.06,1,-0.033458686,-0.04198825,-0.01801175,Test Umpire,19.70449554,1.33
22,3/9/2021,15:23.6,4,3,"Sentz, Carson",1000050166,Right,Down South Gators,"Malikas, Patrick",1000057194,Right,Great North Coyotes,Undefined,1,Bottom,2,1,1,Slider,Curveball,foul,Undefined,Undefined,0,0,NA,80.16359,0.664414,-1.001066,2729.696958,62.555482,8:00,5.87386,2.22213,5.10647,-51.96554,-7.04048,-16.28867,2.16951,-0.07854,73.61053,-8.716728,-3.886207,0.48241,67.40005,17.483449,154.074835,4250.460649,NA,NA,NA,NA,NA,NA,NA,7.85831,-3.33606,-2.11433,50,5.89546,2.70214,-116.35854,-0.54881,10.71485,22.94746,-36.72277,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,90379040-811c-11eb-9936-256eafa01ed6,78.1337,11.29905,NA,6.55307,NA,NA,NA,1.18239,2.26998,-0.01926,0f29f20f-1356-4687-8344-aaa04142ce0f,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,-0.06,1,-0.02759216,-0.036121724,-0.023878276,Test Umpire,13.58400531,8
23,3/9/2021,15:48.7,4,4,"Sentz, Carson",1000050166,Right,Down South Gators,"Malikas, Patrick",1000057194,Right,Great North Coyotes,Undefined,1,Bottom,2,1,2,Fastball,Sinker,foul,Undefined,Undefined,0,0,NA,92.37418,-3.197305,-2.842925,2204.429104,247.849859,2:15,5.99738,2.05514,5.37091,-25.80899,7.79512,16.43737,0.84216,0.75732,84.50857,-7.92832,0.079741,0.417223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.13662,5.14697,-1.81248,50,5.69198,5.89294,-133.76367,-8.46323,-16.5072,29.61441,-22.87496,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,9f3462d0-811c-11eb-9936-256eafa01ed6,90.34134,NA,NA,7.86561,NA,NA,NA,NA,NA,NA,0f29f20f-1356-4687-8344-aaa04142ce0f,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,-0.06,1,0.010439013,0.001909449,-0.061909449,Test Umpire,18.85229242,2.33
24,3/9/2021,16:18.5,4,5,"Sentz, Carson",1000050166,Right,Down South Gators,"Malikas, Patrick",1000057194,Right,Great North Coyotes,Undefined,1,Bottom,2,1,2,Fastball,Sinker,foul,Undefined,Undefined,0,0,NA,91.92959,-1.13038,-1.674682,2022.173198,229.371681,1:45,5.9807,2.01488,5.08167,-20.32021,13.70178,14.72863,3.22125,1.66325,84.12432,-4.892857,0.929219,0.419809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.65886,7.41748,-1.86789,50,5.85797,3.1665,-133.33457,-3.3888,-13.8333,27.77874,-18.77666,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,b0e46e80-811c-11eb-9936-256eafa01ed6,89.78484,NA,NA,7.80528,NA,NA,NA,NA,NA,NA,0f29f20f-1356-4687-8344-aaa04142ce0f,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,-0.06,1,0.052333608,0.043804044,-0.103804044,Test Umpire,18.59243132,1.66
25,3/9/2021,16:43.8,4,6,"Sentz, Carson",1000050166,Right,Down South Gators,"Malikas, Patrick",1000057194,Right,Great North Coyotes,Undefined,1,Bottom,2,1,2,Slider,Curveball,Out,Undefined,Out,1,0,NA,81.48564,0.829475,-1.505121,2792.141916,66.02289,8:15,5.79624,2.20233,4.82685,-50.99845,-6.84004,-18.64158,2.33225,-0.7769,74.46969,-8.341004,-4.786754,0.478276,70.12815,-49.276657,19.924178,NA,NA,NA,NA,4.59661,NA,19.50488,0.031819,8.7554,-3.23693,-2.0361,50,5.83431,3.91158,-118.13516,-0.25239,12.25103,24.57631,-36.70334,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,bff84b80-811c-11eb-9936-256eafa01ed6,78.80905,1.99333,NA,7.01595,NA,NA,NA,2.32547,2.4803,0.80714,0f29f20f-1356-4687-8344-aaa04142ce0f,GroundBall,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,-0.26,1,-0.031758504,-0.040288068,-0.219711932,Test Umpire,14.66924955,8.33
26,3/9/2021,18:45.9,1,1,"Foster, Larry",1000078676,Left,Great North Coyotes,"Matthews, Andrew",1000073031,Right,Down South Gators,Undefined,2,Top,0,0,0,ChangeUp,Changeup,ball,Undefined,Undefined,0,0,NA,85.85137,0.237347,2.479698,2006.734649,116.329948,10:00,5.69391,-2.5164,5.62419,-27.58061,10.99705,-19.57926,3.61722,-1.83266,77.8743,-4.905171,-1.014704,0.447033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.56418,5.89359,2.3174,50,5.69672,-4.54148,-124.49252,-0.40588,16.46101,26.65502,-22.99072,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,08cd7790-811d-11eb-9936-256eafa01ed6,84.31695,NA,NA,7.97707,NA,NA,NA,NA,NA,NA,0f29f20f-1356-4687-8344-aaa04142ce0f,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.07,0,0.07,0.061470436,0.008529564,Test Umpire,17.84447681,10
27,3/9/2021,19:02.7,1,2,"Foster, Larry",1000078676,Left,Great North Coyotes,"Matthews, Andrew",1000073031,Right,Down South Gators,Undefined,2,Top,0,1,0,Fastball,Four-Seam,ball,Undefined,Undefined,0,0,NA,90.8825,-1.017951,2.688427,2260.094723,149.040625,11:00,5.60989,-2.56241,5.51638,-13.83229,20.85064,-11.77792,3.50424,-1.02833,82.08103,-3.689372,0.592473,0.423867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7226,11.15162,2.33609,50,5.51222,-5.63732,-131.65958,-2.72597,11.68778,30.43555,-12.7861,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,12d02e40-811d-11eb-9936-256eafa01ed6,88.92521,NA,NA,8.80147,NA,NA,NA,NA,NA,NA,0f29f20f-1356-4687-8344-aaa04142ce0f,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.07,0,0.025450931,0.016921367,0.053078633,Test Umpire,20.76469742,11
28,3/9/2021,19:22.5,1,3,"Foster, Larry",1000078676,Left,Great North Coyotes,"Matthews, Andrew",1000073031,Right,Down South Gators,Undefined,2,Top,0,2,0,Fastball,Four-Seam,whiff,Undefined,Undefined,0,0,NA,89.41541,-1.304559,3.120651,2196.124951,146.273746,11:00,5.66015,-2.511,5.76337,-16.62702,18.76871,-11.72509,3.05839,-0.5808,81.12007,-4.480249,1.025421,0.4282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.85083,10.27516,2.25946,50,5.542,-6.54787,-129.5764,-3.43525,11.57967,28.54863,-14.80637,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,1e96dc10-811d-11eb-9936-256eafa01ed6,88.02526,NA,NA,8.29533,NA,NA,NA,NA,NA,NA,0f29f20f-1356-4687-8344-aaa04142ce0f,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-0.06,0,-0.01588396,-0.024413524,-0.035586476,Test Umpire,19.37258291,11
29,3/9/2021,19:43.4,1,4,"Foster, Larry",1000078676,Left,Great North Coyotes,"Matthews, Andrew",1000073031,Right,Down South Gators,Undefined,2,Top,0,2,1,Fastball,Four-Seam,foul,Undefined,Undefined,0,0,NA,90.7212,-1.90806,3.651065,2240.359849,142.732136,10:45,5.58277,-2.46047,5.56025,-16.77824,17.95737,-12.74934,2.39768,-0.10727,82.24332,-5.093556,1.383051,0.424189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.44552,9.95583,2.15314,50,5.40681,-7.78585,-131.29333,-4.89774,12.91721,29.37711,-14.9017,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,2b0d03c0-811d-11eb-9936-256eafa01ed6,88.85775,NA,NA,8.47787,NA,NA,NA,NA,NA,NA,0f29f20f-1356-4687-8344-aaa04142ce0f,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,-0.06,0,-0.00951411,-0.018043674,-0.041956326,Test Umpire,19.98609111,10.66
30,3/9/2021,20:30.4,1,5,"Foster, Larry",1000078676,Left,Great North Coyotes,"Matthews, Andrew",1000073031,Right,Down South Gators,Undefined,2,Top,0,2,2,ChangeUp,Changeup,Out,Undefined,Out,1,0,NA,84.99024,-0.809991,4.496495,1886.035293,97.702582,9:15,5.5634,-2.65708,5.38048,-36.16266,3.81803,-17.87131,1.78817,0.0773,77.12861,-7.438435,1.327639,0.455089,93.83689,-14.716831,-17.255772,NA,NA,NA,NA,8.17887,NA,-16.163862,0.049499,10.403,2.54496,2.26736,50,5.46519,-8.90792,-122.93966,-3.04342,15.76318,26.63444,-28.31777,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,470ed080-811d-11eb-9936-256eafa01ed6,82.82428,1.6589,NA,7.86163,NA,NA,NA,1.5632,1.73064,-0.32236,0f29f20f-1356-4687-8344-aaa04142ce0f,GroundBall,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,-0.26,0,-0.00824792,-0.016777484,-0.243222516,Test Umpire,17.27492864,9.33
31,3/9/2021,21:08.4,2,1,"Foster, Larry",1000078676,Left,Great North Coyotes,"Candice, Sam",8898839,Right,Down South Gators,Undefined,2,Top,1,0,0,Slider,Slider,strike,Undefined,Undefined,0,0,NA,82.19422,-0.035962,1.734083,2274.370621,315.221582,4:30,5.59964,-2.44244,5.27361,-50.65613,-7.43666,8.96434,1.3445,-0.06616,74.27976,-9.236845,3.327175,0.473163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.89878,-3.28095,2.27714,50,5.55909,-3.98167,-119.05617,-1.9372,-5.46722,27.75834,-36.77489,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,5db06c90-811d-11eb-9936-256eafa01ed6,79.66051,NA,NA,7.91446,NA,NA,NA,NA,NA,NA,0f29f20f-1356-4687-8344-aaa04142ce0f,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,-0.06,0,0.005765812,-0.002763752,-0.057236248,Test Umpire,16.7267094,4.66
32,3/9/2021,21:28.5,2,2,"Foster, Larry",1000078676,Left,Great North Coyotes,"Candice, Sam",8898839,Right,Down South Gators,Undefined,2,Top,1,0,1,Fastball,Sinker,ball,Undefined,Undefined,0,0,NA,91.60137,-1.176538,2.292081,2267.166339,132.967868,10:30,5.55873,-2.54521,5.75161,-18.57855,15.17237,-15.04489,2.91424,-1.66408,83.01707,-4.693619,-0.399585,0.418133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.32248,8.41221,2.36411,50,5.44986,-4.64182,-132.83745,-3.32345,14.75008,30.61126,-17.26494,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,69b9efc0-811d-11eb-9936-256eafa01ed6,90.14466,NA,NA,8.5843,NA,NA,NA,NA,NA,NA,0f29f20f-1356-4687-8344-aaa04142ce0f,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.07,0,0.045069657,0.036540093,0.033459907,Test Umpire,20.53007058,10.33
33,3/9/2021,21:51.1,2,3,"Foster, Larry",1000078676,Left,Great North Coyotes,"Candice, Sam",8898839,Right,Down South Gators,Undefined,2,Top,1,1,1,Slider,Slider,whiff,Undefined,Undefined,0,0,NA,81.90712,0.639237,0.942425,2278.479165,303.618777,4:00,5.53862,-2.55224,5.47462,-46.87006,-4.39768,8.67363,2.23105,-0.94749,74.95666,-7.906848,2.489134,0.469056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.07902,-1.95626,2.46349,50,5.56299,-2.31399,-118.89983,-0.3473,-5.80635,23.99748,-34.95872,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,7727bde0-811d-11eb-9936-256eafa01ed6,80.35806,NA,NA,6.95046,NA,NA,NA,NA,NA,NA,0f29f20f-1356-4687-8344-aaa04142ce0f,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,-0.06,0,-0.018532192,-0.027061756,-0.032938244,Test Umpire,14.81797483,4
34,3/9/2021,22:12.9,2,4,"Foster, Larry",1000078676,Left,Great North Coyotes,"Candice, Sam",8898839,Right,Down South Gators,Undefined,2,Top,1,1,2,Slider,Slider,ball,Undefined,Undefined,0,0,NA,80.54719,0.969273,0.224817,2256.743781,331.420267,5:00,5.6107,-2.53059,5.56117,-49.29802,-5.52111,3.78071,2.40816,-2.00549,73.67053,-8.035363,0.90039,0.476205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.83217,-2.57803,2.5087,50,5.66225,-0.61233,-116.94105,0.25485,-2.5225,23.23586,-35.7235,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,842f0200-811d-11eb-9936-256eafa01ed6,79.15172,NA,NA,6.87666,NA,NA,NA,NA,NA,NA,0f29f20f-1356-4687-8344-aaa04142ce0f,Undefined,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0.07,0,0.056065263,0.047535699,0.022464301,Test Umpire,14.44054556,5
35,3/9/2021,22:35.6,2,5,"Foster, Larry",1000078676,Left,Great North Coyotes,"Candice, Sam",8898839,Right,Down South Gators,Undefined,2,Top,1,2,2,Fastball,Four-Seam,Out,Undefined,Out,1,0,NA,91.5983,-1.648731,3.759456,2238.414559,154.221627,11:15,5.64677,-2.44142,5.8133,-14.05607,19.98718,-9.04276,2.93865,0.30572,82.29724,-4.377797,2.144341,0.41994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.85075,11.10371,2.13858,50,5.5034,-8.30947,-132.52991,-4.2029,10.23377,32.69481,-12.75217,GNC,DSG,TheDen,Pro,TheLeague,20210309-DurhamAthleticPark-1,91ba4330-811d-11eb-9936-256eafa01ed6,89.75682,NA,NA,9.30106,NA,NA,NA,NA,NA,NA,0f29f20f-1356-4687-8344-aaa04142ce0f,Popup,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,-0.26,0,-0.012257348,-0.020786912,-0.239213088,Test Umpire,22.14854503,11
